Type,Matériaux,Teneur en carbone C (%),Utilisation,section,Nuances d'aciers,Résistances élastiques σe (MPa),Résistances à la rupture σr (MPa),Déformation limites l/l₀ (‰),Désignation,Signification,Valeur de H (mm),N°,DESIGNATION,CHARGE en daN/m²,NATURE des locaux,Charges daN/m²,Type d'action,Catégorie,Dénomination,Degré de l'action,Coefficients de pondération,Combinaison d'actions,Les combinaisons,Temps de récurrence (ans),Valeur,Région I,Région II,Région III,Région IV,Région V,Région VI,Régions,I,II,III,IV,V,VI,Paramètres,Zone I,Zone II,Zone III,Zone IV,Zone V,Zone VI,Zone VII,Zone VIII,Zone IX,Zone X,Type de parois,Valeur du coefficient résultante C',Profils,Dimensions (mm),Masse (kg/m),Surface de peinture (m²/m),Section A (cm²),Moment d'inertie (cm⁴),Module de flexion (cm³),Rayon de giration (cm),Distance entre ailes d (mm),Moment statique Sx (cm³),Séries,Dimensions (mm) e,Section (cm²),Moment d'inertie I_y (cm⁴),Module de flexion W_y (cm³),Rayon de giration i_y (cm),e (mm),Ix_a0,Wx_a0,Ix_a6,Wx_a6,Ix_a10,Wx_a10,Ix_a8,Wx_a8,Ix_a12,Wx_a12,Ix_a14,Wx_a14,Ix_a16,Wx_a16,Classe d'emploi,Conditions,Altérations,Type de bois,Classe de résistance,Domaine d'utilisation,Classe de service,Humidité relative de l'air ambiante à 20 °C,Humidité relative de l'air ne dépassant 85%,Types de structures,Nature de bois,Valeur de H (%),Observation,Emploi,Valeur de rᵥ (%),Valeur de v (%),Valeur de d,Exemple de bois,Symbole,Unité,C18,C22,C24,C27,C30,C35,C40,GL24h,GL28h,GL32h,GL36h,Classe du bois lamellé-collé,Bois des lamelles extérieures,Bois des lamelles intérieures panaché ou combiné,Essence de bois,Densité,Résistance à la compression,Résistance à la flexion,Module E,Retrait tangentiel,Retrait radial,Termite,Classe de Durabilité,Classe de densité,Classe d'emploi (sans traitement),Résistance mécanique,qk (daN/m²),Qk (daN),Poids propre (par mètre de longueur de cloison),Charge répartie équivalente qk (daN/m²),Etat limite vérifié,Action Permanente (Gk),"Action variable de base (Qk,1)","Actions variables d'accompagnement (Qk,i)",Action Accidentelle (γ_A*A_dk),Combinaison,Coefficients partiels en fonction du type d'action,Bâtiment usuel,Temps de récurrence (an),Régions I,Régions II,Régions III,Régions IV,Régions V,Régions VI,Réf.,Durée indicative (en année),Ouvrages,Catégorie de rugosité,Description,Z₀ (m),Z_min (m),Ref,Coefficients C_pe,Surface (S) reprenant l'action du vent (m²),h/d,"A_C_pe,10","A_C_pe,1","B_C_pe,10","B_C_pe,1","C_C_pe,10","C_C_pe,1","D_C_pe,10","D_C_pe,1","E_C_pe,10","E_C_pe,1",Angle de pente α,"F_C_pe,10_Au_Vent","F_C_pe,10_Sous_Vent","F_C_pe,1_Au_Vent","F_C_pe,1_Sous_Vent","G_C_pe,10_Au_Vent","G_C_pe,10_Sous_Vent","G_C_pe,1_Au_Vent","G_C_pe,1_Sous_Vent","H_C_pe,10_Au_Vent","H_C_pe,10_Sous_Vent","H_C_pe,1_Au_Vent","H_C_pe,1_Sous_Vent","I_C_pe,10_Au_Vent","I_C_pe,10_Sous_Vent","I_C_pe,1_Au_Vent","I_C_pe,1_Sous_Vent","J_C_pe,10_Au_Vent","J_C_pe,10_Sous_Vent","J_C_pe,1_Au_Vent","J_C_pe,1_Sous_Vent","F_C_pe,10","F_C_pe,1","G_C_pe,10","G_C_pe,1","H_C_pe,10","H_C_pe,1","I_C_pe,10","I_C_pe,1",Cas,Pression intérieure C_pi,Combinaisons fondamentales,Combinaisons accidentelles,Etats limites de service,Matérial,Norme,Classe de service 1,Classe de service 2,Classe de service 3,Type d'ouvrage,W_inst/lim,"W_net,fin/lim",W_fin/lim
Légers,,,,Densité des bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois feuillus,,,,,,"0,5 à 0,65",Tilleul ; bouleau ; chêne ; hêtre ; Acajou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-lourds,,,,Densité des bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois feuillus,,,,,,"0,65 à 0,8",Chêne dur ; hêtre dur ; Teck ; Iroko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourd,,,,Densité des bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois feuillus,,,,,,"0,8 à 1",Charme ; Ebène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Très lourd,,,,Densité des bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois feuillus,,,,,,> 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Légers,,,,Densité des bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois résineux,,,,,,"0,4 à 0,5",Sapin ; épicéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi-lourds,,,,Densité des bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois résineux,,,,,,"0,5 à 0,6",Pin sylvestre et maritime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourds,,,,Densité des bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois résineux,,,,,,"> 0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Contrainte de flexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_m,k",MPa,18.0,22.0,24.0,27.0,30.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Contrainte de traction axiale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_t,0,k",MPa,11.0,13.0,14.0,16.0,18.0,21.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Contrainte de traction perpendiculaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_t,90,k",MPa,0.5,0.5,0.5,0.5,0.5,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Contrainte de compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_c,0,k",MPa,18.0,20.0,22.0,24.0,25.0,26.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Contrainte de compression perpendiculaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_c,90,k",MPa,2.2,2.4,2.5,2.6,2.7,2.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Contrainte de cisaillement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_v,k",MPa,1.7,2.8,4.0,3.0,3.4,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Module moyen axial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E_0,mean",N/mm²,9.0,10.0,11.0,11.5,12.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Module axial au 5ᵉ percentile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E_0,05",N/mm²,6.0,6.7,7.4,7.7,8.0,8.7,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Module moyen transversal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E_90,mean",N/mm²,0.3,0.33,0.37,0.38,0.4,0.43,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Module de cisaillement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G_mean,kg/m³,0.56,0.63,0.69,0.72,0.75,0.81,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Masse volumique caractéristique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ρ_k,kg/m³,320.0,340.0,350.0,370.0,380.0,400.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois massifs résineux,,,,,Masse volumique moyenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ρ_mean,kg/m³,380.0,410.0,420.0,450.0,460.0,480.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Contrainte de flexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_m,k",MPa,,,,,,,,24.0,28.0,32.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Contrainte de traction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_t,0,k",MPa,,,,,,,,16.5,19.5,22.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Contrainte de compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_c,0,k",MPa,,,,,,,,24.0,26.5,29.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Contrainte de compression perpendiculaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_c,90,k",MPa,,,,,,,,2.7,3.0,3.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Contrainte de cisaillement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f_v,k",MPa,,,,,,,,2.7,3.2,3.8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Module moyen axial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E_0,mean",KN/mm²,,,,,,,,11.6,12.6,13.7,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Module axial au 5ᵉ pourcentile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E_0,05",KN/mm²,,,,,,,,9.4,10.2,11.1,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Module moyen transversal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E_90,mean",KN/mm²,,,,,,,,0.39,0.42,0.46,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Module de cisaillement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G_mean,KN/mm²,,,,,,,,0.72,0.78,0.85,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs caractéristiques des bois lamellés-collés homogènes,,,,,Masse volumique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ρ_k,Kg/m³,,,,,,,,385.0,425.0,460.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Classement des lamelles constituant les poutres en bois lamellé-collé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL24c,C24,C18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Classement des lamelles constituant les poutres en bois lamellé-collé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL28c,C30,C24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Classement des lamelles constituant les poutres en bois lamellé-collé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL32c,C40,C30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Classement des lamelles constituant les poutres en bois lamellé-collé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL36c,C40,C35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Caractéristiques de bois tropicaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EBENE,0.9,98.0,130.0,15000.0,11.0,7.0,Durable,Mi-dur,Mi-lourd,Forte,Forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Caractéristiques de bois tropicaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECK,0.67,56.0,98.0,13740.0,4.7,2.6,Moyennement Durable,Mi-dur,Mi-lourd,Bonne,Bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Caractéristiques de bois tropicaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IROKO,0.64,54.0,87.0,12840.0,5.4,3.5,Sensible,Mi-dur,Mi-lourd,Bonne,Moyenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Caractéristiques de bois tropicaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACAJOU,0.58,54.0,77.0,11830.0,5.8,3.7,,Mi-dur,Tendre,Faible,Faible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,A. Logement - Plancher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,A. Logement - Balcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,A. Logement - Escalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,B. Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,"C. Locaux avec tables (écoles, restaurants, etc.) - C1 Locaux avec tables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,"C. Locaux avec tables (écoles, restaurants, etc.) - C2 Locaux avec sièges (églises, théâtres, cinémas, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,"C. Locaux avec tables (écoles, restaurants, etc.) - C3 Locaux sans obstacles à la circulation (musées, salles d'exposition, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,"C. Locaux avec tables (écoles, restaurants, etc.) - C4 Locaux pour activités physiques (dancings, salles de gymnastiques, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
