ID_Conduite,Resistance_K,Debit_Final_m3s,Debit_Final_ls
C1,100.0,0.022310161051913437,22.310161051913436
C2,150.0,-0.016817914725819654,-16.817914725819655
C3,80.0,-0.007689838948086568,-7.689838948086567
C4,120.0,0.020871924222266913,20.871924222266912
C5,90.0,-0.009128075777733087,-9.128075777733088
